Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Contact Email,Website
Sustainable Ventures,https://www.crunchbase.com/organization/sustainable-ventures,52,5,"London, England, United Kingdom",contact@sustainableventures.co.uk,http://www.sustainableventures.co.uk
Blossom Capital,https://www.crunchbase.com/organization/blossom-capital,52,7,"London, England, United Kingdom",hello@blossomcap.com,http://www.blossomcap.com/
CV VC,https://www.crunchbase.com/organization/cv-vc,52,1,"Zug, Zug, Switzerland",hello@cvvc.com,https://cvvc.com/
Jaan Tallinn,https://www.crunchbase.com/person/jaan-tallinn,52,10,"Tallinn, Harjumaa, Estonia",,
BGF Ventures,https://www.crunchbase.com/organization/bgf-ventures,52,4,"Aberdeen, Aberdeen City, United Kingdom",,https://www.bgf.co.uk/bgf-ventures/
Technology Fund,https://www.crunchbase.com/organization/technology-fund,52,4,"Zürich, Zurich, Switzerland",info@technologiefonds.ch,http://technologyfund.ch/
Will Neale,https://www.crunchbase.com/person/will-neale,52,6,"London, England, United Kingdom",,
BOOST&Co,https://www.crunchbase.com/organization/boost-co,52,15,"London, England, United Kingdom",info@boostandco.com,http://boostandco.com/
Digital Attraxion,https://www.crunchbase.com/organization/digital-attraxion,52,,"Charleroi, Hainaut, Belgium",info@digital-attraxion.com,https://www.digital-attraxion.com
Ali Omar,https://www.crunchbase.com/person/ali-omar,52,4,"Helsinki, Southern Finland, Finland",,https://aliomar.fi
EWOR,https://www.crunchbase.com/organization/ewor,51,,"Berlin, Berlin, Germany",,https://ewor.com/
Portfolio Ventures,https://www.crunchbase.com/organization/portfolio-ventures,51,2,"London, England, United Kingdom",hello@portfolio.ventures,https://portfolio.ventures/
TechOne VC,https://www.crunchbase.com/organization/techone-vc,51,1,"Istanbul, Istanbul, Turkey",info@techone.vc,https://www.techone.vc/
Ace Capital Partners,https://www.crunchbase.com/organization/ace-capital-partners,51,16,"Paris, Ile-de-France, France",Paulgregory0000@gmail.com,https://www.ace-cp.com/
Augmentum Fintech,https://www.crunchbase.com/organization/augmentum-fintech,51,7,"London, England, United Kingdom",info@augmentum.vc,https://augmentum.vc
Skyfall Ventures,https://www.crunchbase.com/organization/skyfall-ventures,51,2,"Oslo, Oslo, Norway",,https://www.skyfall.vc
J12,https://www.crunchbase.com/organization/j12-ventures,51,1,"Stockholm, Stockholms Lan, Sweden",hi@j12ventures.com,https://www.j12ventures.com/
Startuplab,https://www.crunchbase.com/organization/startup-lab,51,5,"Oslo, Oslo, Norway",tonje@startuplab.no,http://www.startuplab.no/
Finberg,https://www.crunchbase.com/organization/finberg,51,3,"Istanbul, Istanbul, Turkey",info@finberg.com.tr,https://finberg.com.tr/#/
Unruly Capital,https://www.crunchbase.com/organization/unruly-capital,51,1,"London, England, United Kingdom",,https://www.unrulycap.com/
Blackfinch Ventures,https://www.crunchbase.com/organization/blackfinch-ventures,51,1,"Gloucester, Gloucestershire, United Kingdom",ventures@blackfinch.com,https://blackfinch.ventures/
Geovation,https://www.crunchbase.com/organization/geovation-2,51,1,"London, England, United Kingdom",admin@geovation.uk,https://geovation.uk
Région Sud Investissement,https://www.crunchbase.com/organization/région-sud-investissement,51,2,"Marseille, Provence-Alpes-Cote d'Azur, France",,http://www.regionsudinvestissement.com/
Plug and Play Spain,https://www.crunchbase.com/organization/plug-and-play-spain-accelerator,51,5,"Paterna, Comunidad Valenciana, Spain",scouting@pnptc.com,https://www.plugandplaytechcenter.com/
Rockaway Capital,https://www.crunchbase.com/organization/rockaway-capital,51,10,"Prague, Hlavni mesto Praha, Czech Republic",investments@rockawaycapital.com,http://www.rockawaycapital.com
MITON,https://www.crunchbase.com/organization/miton-cz-s-r-o,51,4,"Prague, Hlavni mesto Praha, Czech Republic",info@miton.cz,http://www.miton.cz
Ship2B,https://www.crunchbase.com/organization/b-come-ship2b,51,3,"Barcelona, Catalonia, Spain",jdeantonio@ship2bventures.com,http://www.ship2b.org/
Hubraum,https://www.crunchbase.com/organization/hub-raum,51,8,"Berlin, Berlin, Germany",contact@hubraum.com,http://hubraum.com
Firestartr,https://www.crunchbase.com/organization/firestartr-co,51,20,"London, England, United Kingdom",info@firestartr.co,http://www.firestartr.co
TRAIL SOLUTIONS PATRIMOINE,https://www.crunchbase.com/organization/sigma-gestion,51,9,"Paris, Ile-de-France, France",infos@sigmagestion.com,http://www.trailsolutionspatrimoine.eu
Startup Lisboa,https://www.crunchbase.com/organization/startup-lisboa,51,1,"Lisboa, Lisboa, Portugal",joao.rosado@startuplisboa.com,http://www.startuplisboa.com
Conector Startup Accelerator,https://www.crunchbase.com/organization/conector-startup-accelerator,51,2,"Barcelona, Catalonia, Spain",conector@conector.com,http://www.conector.com
Hartnett Enterprise Acceleration Centre,https://www.crunchbase.com/organization/hartnett-enterprise-acceleration-centre,51,1,"Limerick, Limerick, Ireland",,http://www.hartnettcentre.ie/
H&M Group Ventures,https://www.crunchbase.com/organization/h-m-co-lab,51,6,"Stockholm, Stockholms Lan, Sweden",,https://hmgroupventures.com/
Schibsted Growth,https://www.crunchbase.com/organization/schibstedgrowth,51,6,"Oslo, Oslo, Norway",hello@schibstedgrowth.com,http://schibstedgrowth.com/
Zouk Capital,https://www.crunchbase.com/organization/zouk-capital,50,16,"London, England, United Kingdom",info@zouk.com,http://www.zouk.com
Quadrille Capital,https://www.crunchbase.com/organization/quilvest-ventures,50,13,"Paris, Ile-de-France, France",Johrenk7@gmail.com,http://www.quadrillecapital.com/
Hexa,https://www.crunchbase.com/organization/efounders,50,7,"Paris, Ile-de-France, France",love@hexa.cc,https://www.hexa.com
Innovatiefonds Noord-Holland,https://www.crunchbase.com/organization/innovatiefonds-noord-holland,50,,"Amsterdam, Noord-Holland, The Netherlands",info@innovatiefondsnoordholland.nl,http://www.innovatiefondsnoordholland.nl
Buildit VC,https://www.crunchbase.com/organization/buildit,50,1,"Riga, Riga, Latvia",buildit@buildit.lv,http://www.buildit.lv
Martlet Capital,https://www.crunchbase.com/organization/martlet,50,5,"Cambridge, Cambridgeshire, United Kingdom",contactus@martletcap.com,http://www.martletcap.com
Karatage,https://www.crunchbase.com/organization/karatage,50,2,"London, England, United Kingdom",,https://www.karatage.io
Ponderosa Ventures,https://www.crunchbase.com/organization/ponderosa-ventures,50,,"London, England, United Kingdom",,https://www.ponderosavc.com/
Castrum Capital,https://www.crunchbase.com/organization/castrum-capital,50,,"Istanbul, Istanbul, Turkey",cc@castrum.istanbul,https://castrum.capital/
OneRagtime,https://www.crunchbase.com/organization/oneragtime,50,5,"Paris, Ile-de-France, France",contact@oneragtime.com,https://www.oneragtime.com/
Flow Traders,https://www.crunchbase.com/organization/flow-traders,50,2,"Amsterdam, Noord-Holland, The Netherlands",fscholten@flowtraders.com,https://www.flowtraders.com/strategic-capital/
AI Seed,https://www.crunchbase.com/organization/ai-seed-fund,50,5,"London, England, United Kingdom",hello@aiseed.co,http://aiseed.co
Turk Telekom PILOT,https://www.crunchbase.com/organization/pilott,50,2,"Istanbul, Istanbul, Turkey",,http://www.turktelekompilot.com.tr
Moonrock Capital,https://www.crunchbase.com/organization/moonrock-capital,50,,"Munich, Bayern, Germany",contact@moonrockcapital.io,https://www.moonrockcapital.io/
StartLife,https://www.crunchbase.com/organization/startlifenl,50,,"Wageningen, Gelderland, The Netherlands",info@startlife.nl,https://startlife.nl/
Angel Investment Network,https://www.crunchbase.com/organization/angel-investment-network-ltd,50,8,"London, England, United Kingdom",info@angelinvestmentnetwork.co.uk,https://www.angelinvestmentnetwork.co.uk/
Next Media Accelerator,https://www.crunchbase.com/organization/next-media-accelerator,50,5,"Hamburg, Hamburg, Germany",info@nma.vc,http://www.nma.vc/
I-Source Gestion,https://www.crunchbase.com/organization/i-source-gestion,50,19,"Paris, Ile-de-France, France",info@isourcegestion.fr,http://www.isourcevc.com
WestTech Ventures,https://www.crunchbase.com/organization/west-techventures,50,16,"Berlin, Berlin, Germany",pitch@westtechventures.com,https://www.westtechventures.com/
Pale blue dot,https://www.crunchbase.com/organization/pale-blue-dot-3a83,49,,"Malmö, Skane Lan, Sweden",,https://www.paleblue.vc
Greenfield,https://www.crunchbase.com/organization/greenfield-one,49,1,"Berlin, Berlin, Germany",,https://www.greenfield.xyz/
Helios Investment Partners,https://www.crunchbase.com/organization/helios-investment-partners,49,9,"London, England, United Kingdom",info@heliosllp.com,http://heliosinvestment.com
Day One Capital,https://www.crunchbase.com/organization/day-one-capital,49,6,"Budapest, Budapest, Hungary",,http://www.dayonecapital.com
Better Angle,https://www.crunchbase.com/organization/better-angle,49,1,"Paris, Ile-de-France, France",contact@better-angle.com,https://www.better-angle.com/
Allianz X,https://www.crunchbase.com/organization/allianz-x,49,9,"München, Bayern, Germany",allianzx@allianz.com,https://www.allianzx.com
ING Ventures,https://www.crunchbase.com/organization/ing-ventures-7502,49,9,"Amsterdam, Noord-Holland, The Netherlands",ventures@ing.com,https://www.ingwb.com/en/corporate-investments/ing-ventures
Prototron,https://www.crunchbase.com/organization/prototron1,49,2,"Tallinn, Harjumaa, Estonia",jana@prototron.ee,http://www.prototron.ee
Marco Valta,https://www.crunchbase.com/person/marco-valta,49,18,"Zürich, Zurich, Switzerland",,
IDIA Capital Investissement,https://www.crunchbase.com/organization/idia-capital-investissement,49,8,"Paris, Ile-de-France, France",contact@ca-idia.com,https://www.ca-idia.com
Angel Academe,https://www.crunchbase.com/organization/angel-academe,49,1,"London, England, United Kingdom",michelle@angelacademe.com,http://www.angelacademe.com
Pi Campus,https://www.crunchbase.com/organization/pi-2,49,7,"Rome, Lazio, Italy",welcome@picampus.it,http://www.picampus.it
Enterprise Equity,https://www.crunchbase.com/organization/enterprise-equity-limited,49,21,"Dundalk, Louth, Ireland",info@enterpriseequity.ie,http://www.enterpriseequity.ie
CM-CIC Capital Prive,https://www.crunchbase.com/organization/cm-cic-capital-prive,49,15,"Paris, Ile-de-France, France",capitalprive@cmcic.fr,http://www.cmciccapitalprive.com
ACG Management,https://www.crunchbase.com/organization/viveris-management,49,12,"Marseille, Provence-Alpes-Cote d'Azur, France",,http://www.acg-management.fr/
Drukka Startup Studio,https://www.crunchbase.com/organization/drukka-startup-studio,49,17,"Budapest, Budapest, Hungary",info@drukkamarketing.hu,http://drukka.com/services#startup
Moonfire Ventures,https://www.crunchbase.com/organization/moonfire-ventures,48,2,"London, England, United Kingdom",hq@moonfire.com,https://moonfire.com
Ring Capital,https://www.crunchbase.com/organization/ring-capital,48,4,"Paris, Ile-de-France, France",contact@ringcp.com,http://www.ringcp.com
Hi Inov - Dentressangle,https://www.crunchbase.com/organization/hi-inov,48,10,"Lyon, Rhone-Alpes, France",contact@hiinov.com,http://www.hiinov.com/
Diffusion Capital Partners,https://www.crunchbase.com/organization/diffusion-capital-partners,48,3,"Istanbul, Istanbul, Turkey",contact@dcp.vc,http://www.dcp.vc
imec.istart,https://www.crunchbase.com/organization/imec-istart,48,1,"Gent, Oost-Vlaanderen, Belgium",,https://www.imecistart.com/en
Bullnet Capital,https://www.crunchbase.com/organization/bullnet-gestion,48,6,"Pozuelo De Alarcón, Madrid, Spain",julecia@bullnetcapital.com,http://www.bullnetcapital.com/
SMOK Ventures,https://www.crunchbase.com/organization/smok-ventures,48,,"Warsaw, Mazowieckie, Poland",smok@smok.vc,http://smok.vc/
Boost Fund,https://www.crunchbase.com/organization/boost-fund,48,1,"St. Helier, NA - Jersey, Jersey",,https://www.boostfund.uk
Creative UK,https://www.crunchbase.com/organization/creative-uk,48,3,"Bristol, Bristol, City of, United Kingdom",,https://www.wearecreative.uk
VEF,https://www.crunchbase.com/organization/vef,48,5,"Stockholm, Stockholms Lan, Sweden",henrik@vef.vc,https://vef.vc
Anaxago,https://www.crunchbase.com/organization/anaxago,48,8,"Paris, Ile-de-France, France",investir@anaxago.com,http://www.anaxago.com
Enjoyventure Management,https://www.crunchbase.com/organization/enjoyventure-management,48,6,"Düsseldorf, Nordrhein-Westfalen, Germany",office@enjoyventure.de,http://www.enjoyventure.vc
Invitalia,https://www.crunchbase.com/organization/invtalia,48,1,"Roma, Lazio, Italy",,http://www.invitalia.it/site/eng/home.html
DOEN Participaties,https://www.crunchbase.com/organization/doen-foundation,48,2,"Amsterdam, Noord-Holland, The Netherlands",linda@doen.nl,https://www.doen.nl/doen-participaties-en/portfolio.htm
H14,https://www.crunchbase.com/organization/holding-italiana-quattordicesima-s-p-a,48,6,"Milano, Lombardia, Italy",amministrazione@h14.it,http://www.h14.it/
NCA,https://www.crunchbase.com/organization/nca,48,1,"Hamburg, Hamburg, Germany",info@nca.vc,http://nca.vc
The Delta,https://www.crunchbase.com/organization/the-delta,48,1,"Berlin, Berlin, Germany",info@thedelta.io,https://www.thedelta.io
Chris Murphy,https://www.crunchbase.com/person/chris-murphy-3,48,4,"Stockholm, Stockholms Lan, Sweden",,http://ie.linkedin.com/in/chrismurph
KIZOO Technology Capital,https://www.crunchbase.com/organization/kizoo,48,5,"Karlsruhe, Baden-Wurttemberg, Germany",ventures@kizoo.com,http://www.kizoo.com
Inbox Capital,https://www.crunchbase.com/organization/inbox-capital,48,8,"Stockholm, Stockholms Lan, Sweden",,http://inboxcap.com/
Skolkovo Foundation,https://www.crunchbase.com/organization/skolkovo-foundation,48,2,"Moscow, Moscow City, Russian Federation",invest@sk.ru,http://sk.ru
Nanabianca,https://www.crunchbase.com/organization/nanabianca,48,5,"Florence, Toscana, Italy",projects@nanabianca.it,http://nanabianca.it
Neomed Management,https://www.crunchbase.com/organization/neomed-management,48,20,"Oslo, Oslo, Norway",prjensen@neomed.net,http://neomed.net
Aboa Venture Management,https://www.crunchbase.com/organization/aboa-venture-management,48,14,"Turku, Western Finland, Finland",heikki.tuomaala@aboaventure.fi,http://www.aboaventure.fi
BB Biotech Ventures,https://www.crunchbase.com/organization/bb-biotech-ventures,48,12,"Zürich, Zurich, Switzerland",info@bellevue.ch,http://www.bbbiotechventures.com
Dr. Cornelius Boersch,https://www.crunchbase.com/person/cornelius-boersch,48,17,"Zürich, Zurich, Switzerland",,https://conny-boersch.com
AIB Seed Capital Fund,https://www.crunchbase.com/organization/aib-seed-capital-fund,48,11,"Dublin, Dublin, Ireland",info@dbic.ie,http://www.aibseedcapitalfund.ie
Data Pitch,https://www.crunchbase.com/organization/data-pitch,48,7,"London, England, United Kingdom",info@datapitch.eu,https://datapitch.eu/
VentureFounders,https://www.crunchbase.com/organization/venturefounders,48,7,"London, England, United Kingdom",info@venturefounders.co.uk,http://venturefounders.co.uk
Credit Suisse First Boston,https://www.crunchbase.com/organization/credit-suisse-first-boston,48,24,"Zürich, Zurich, Switzerland",,http://www.csfb.com
Neulogy Ventures,https://www.crunchbase.com/organization/neulogy-ventures,48,4,"Bratislava, Bratislava, Slovakia (Slovak Republic)",info@neulogy.vc,http://www.neulogy.vc/
DIG Ventures,https://www.crunchbase.com/organization/dig-ventures,47,3,"London, England, United Kingdom",hello@dig.ventures,http://dig.ventures
Voima Ventures,https://www.crunchbase.com/organization/voima-ventures,47,1,"Helsinki, Southern Finland, Finland",hello@voimaventures.com,https://voimaventures.com/
TechVision Fund,https://www.crunchbase.com/organization/techvision-fonds,47,6,"Aachen, Nordrhein-Westfalen, Germany",info@techvision-fonds.de,https://www.TechVision-Fonds.de
Matterwave Ventures,https://www.crunchbase.com/organization/matterwave-ventures,47,1,"Munich, Bayern, Germany",info@matterwave.vc,http://www.matterwave.vc
J&T Ventures,https://www.crunchbase.com/organization/j-t-ventures,47,5,"Prague, Hlavni mesto Praha, Czech Republic",info@jtventures.cz,http://jtventures.cz/en/
Amundi Private Equity Funds,https://www.crunchbase.com/organization/amundi-private-equity-funds,47,16,"Paris, Ile-de-France, France",contact-pef@amundi.com,http://www.amundi.com
Seroba Life Sciences,https://www.crunchbase.com/organization/seroba-life-sciences,47,10,"Dublin, Dublin, Ireland",firstnamesurname@seroba-lifesciences.com,http://www.seroba-lifesciences.com/
Capital Cell,https://www.crunchbase.com/organization/capital-cell,47,1,"Barcelona, Catalonia, Spain",info@capitalcell.net,https://capitalcell.es
Guinness Ventures,https://www.crunchbase.com/organization/guinness-ventures,47,3,"London, England, United Kingdom",,https://www.guinnessventures.com/
EDP Ventures,https://www.crunchbase.com/organization/edp-ventures,47,3,"Lisbon, Lisboa, Portugal",edpventures@edp.com,https://www.edpventures.vc/
Cemex Ventures,https://www.crunchbase.com/organization/cemex-ventures,47,3,"Madrid, Madrid, Spain",aparicio.cristina@cemexventures.com,http://www.cemexventures.com/
TRANGELS,https://www.crunchbase.com/organization/tr-angels,47,1,"Istanbul, Istanbul, Turkey",,http://www.trangels.com
FTTF,https://www.crunchbase.com/organization/fttf,47,1,"Munich, Bayern, Germany",info@fttf.eu,https://fttf.vc
Bright Capital,https://www.crunchbase.com/organization/bright-capital,47,12,"Moscow, Moscow City, Russian Federation",businessplan@bright-capital.com,http://bright-capital.com
austria Wirtschaftsservice (aws),https://www.crunchbase.com/organization/austria-wirtschaftsservice,47,4,"Vienna, Wien, Austria",24h-auskunft@aws.at,http://www.awsg.at
Dutch Crypto Investors,https://www.crunchbase.com/organization/dutch-crypto-investors,47,,"Amsterdam, Noord-Holland, The Netherlands",info@dutchcryptoinvestors.com,https://dutchcryptoinvestors.com
Principia SGR,https://www.crunchbase.com/organization/quantica-sgr,47,8,"Milan, Lombardia, Italy",info@principiasgr.it,http://www.principiasgr.it
Openfund,https://www.crunchbase.com/organization/openfund,47,4,"Athens, Attiki, Greece",info@theopenfund.com,http://www.theopenfund.com
Creadev,https://www.crunchbase.com/organization/creadev,47,5,"Paris, Ile-de-France, France",contact@creadev.fr,https://www.creadev.com/en
National Center for Research & Development,https://www.crunchbase.com/organization/national-center-for-research-development,47,6,"Warszawa, Mazowieckie, Poland",,http://www.ncbr.gov.pl/en
Gorilla Ventures Oy,https://www.crunchbase.com/organization/gorilla-ventures-oy,47,4,"Helsinki, Southern Finland, Finland",petri.lehmuskoski@gorillaventures.fi,http://www.gorillaventures.fi
Vendep Capital,https://www.crunchbase.com/organization/vendepcapital,46,4,"Espoo, Southern Finland, Finland",info@vendep.com,https://www.vendep.com
Sure Valley Ventures,https://www.crunchbase.com/organization/suir-valley-venture,46,6,"London, England, United Kingdom",info@surevalleyventures.com,https://surevalleyventures.com
Pollen Street Capital,https://www.crunchbase.com/organization/pollen-street-capital,46,14,"London, England, United Kingdom",info@pollencap.com,http://www.pollenstreetgroup.com/
Carbon13,https://www.crunchbase.com/organization/carbon13,46,,"Cambridge, Cambridgeshire, United Kingdom",,https://carbonthirteen.com/
FSN Capital Partners,https://www.crunchbase.com/organization/fsn-capital-partners,46,36,"Oslo, Oslo, Norway",admin@fsncapital.com,http://fsncapital.com
Scottish EDGE,https://www.crunchbase.com/organization/scottish-edge,46,,"Glasgow, Glasgow City, United Kingdom",richard.gibson@scottishedge.com,https://scottishedge.com/
70Ventures,https://www.crunchbase.com/organization/70ventures,46,3,"Vilnius, Vilniaus Apskritis, Lithuania",hello@70ventures.com,https://www.70v.com
Illusian Founder Office,https://www.crunchbase.com/organization/illusian-family-office,46,2,"Helsinki, Southern Finland, Finland",firstname.lastname@illusian.org,https://illusian.org/
Statkraft Ventures,https://www.crunchbase.com/organization/statkraft-ventures,46,4,"Düsseldorf, Nordrhein-Westfalen, Germany",info@statkraftventures.com,http://www.statkraftventures.com/
KR1,https://www.crunchbase.com/organization/kr1,46,,"Douglas, NA - Isle of Man, Isle of Man",team@KR1.io,https://KR1.io/
CDP Equity,https://www.crunchbase.com/organization/cdp-equity,46,2,"Milan, Lombardia, Italy",info@cdpequity.it,https://www.cdpequity.it/
Crescent Capital,https://www.crunchbase.com/organization/crescent-capital,46,15,"Belfast, Belfast, United Kingdom",info@crescentcapital.co.uk,http://www.crescentcapital.co.uk
Nevzat Aydın,https://www.crunchbase.com/person/nevzat-aydin,46,,"Istanbul, Turkey, Europe",,
Symvan Capital,https://www.crunchbase.com/organization/symvan-capital,46,,"London, England, United Kingdom",info@symvancapital.com,https://www.symvancapital.com/
Neuhaus Partners,https://www.crunchbase.com/organization/neuhaus-partners,46,22,"Hamburg, Hamburg, Germany",,http://www.neuhauspartners.com
WeLikeStartup,https://www.crunchbase.com/organization/welikestartup,46,1,"Paris, Ile-de-France, France",,http://www.welikestartup.fr/
Open Data Incubator for Europe (ODINE),https://www.crunchbase.com/organization/open-data-incubator-europe,46,8,"Berlin, Berlin, Germany",info@opendataincubator.eu,https://opendataincubator.eu/
Societe Generale Asset Management,https://www.crunchbase.com/organization/sg-asset-management-private-equity,46,20,"Paris, Ile-de-France, France",hedgefunds@sgam.com,http://www.sgam-ai.com
Singular,https://www.crunchbase.com/organization/singular-vc,45,2,"Paris, Ile-de-France, France",,https://singular.vc/
Inflexion,https://www.crunchbase.com/organization/inflexion-private-equity,45,17,"London, England, United Kingdom",info@inflexion.com,http://www.inflexion.com
Active Partners,https://www.crunchbase.com/organization/active-partners,45,2,"London, England, United Kingdom",enquiries@apeq.co.uk,https://active.partners/
Educapital,https://www.crunchbase.com/organization/educapital,45,2,"Paris, Ile-de-France, France",contact@educapital.fr,https://www.educapital.fr
Hitachi Ventures,https://www.crunchbase.com/organization/hitachi-ventures,45,1,"München, Bayern, Germany",,https://www.hitachi-ventures.com
O.G. Venture Partners,https://www.crunchbase.com/organization/o-g-venture-partners,45,6,"Monaco, Bayern, Germany",,https://og-vp.com
AENU,https://www.crunchbase.com/organization/aenu,45,,"Berlin, Berlin, Germany",hello@aenu.com,https://www.aenu.com
Gresham House Ventures,https://www.crunchbase.com/organization/gresham-house-ventures,45,2,"London, England, United Kingdom",,https://greshamhouseventures.com
First Momentum Ventures,https://www.crunchbase.com/organization/first-momentum-ventures,45,2,"Karlsruhe, Baden-Wurttemberg, Germany",founders@firstmomentum.vc,https://firstmomentum.vc
Athos Capital,https://www.crunchbase.com/organization/athos-capital,45,3,"Madrid, Madrid, Spain",,https://www.athos-cap.com/en/
European Investment Fund,https://www.crunchbase.com/organization/european-investment-fund,45,6,"Luxembourg, Luxembourg, Luxembourg",Edwardsarnold05@gmail.com,http://www.eif.org
Santander UK,https://www.crunchbase.com/organization/santander-uk,45,8,"London, England, United Kingdom",,http://www.santander.co.uk/uk/index/
Contrarian Ventures,https://www.crunchbase.com/organization/contrarian-ventures,45,1,"Vilnius, Vilniaus Apskritis, Lithuania",info@cventures.vc,http://cventures.vc/
Demium,https://www.crunchbase.com/organization/demiumstartups,45,1,"Valencia, Comunidad Valenciana, Spain",hello@demium.com,https://demium.com
E3 Capital,https://www.crunchbase.com/organization/energy-access-ventures,45,2,"Paris, Ile-de-France, France",info@eavafrica.com,https://e3-cap.com/
Insurtech Gateway,https://www.crunchbase.com/organization/insurtech-gateway,45,2,"London, England, United Kingdom",opensesame@insurtechgateway.com,http://www.insurtechgateway.com
European Space Agency,https://www.crunchbase.com/organization/european-space-agency-f580,45,3,"Paris, Ile-de-France, France",,https://www.esa.int/
Ilkka Paananen,https://www.crunchbase.com/person/ilkka-paananen,45,2,"Helsinki, Southern Finland, Finland",,
dmg ventures,https://www.crunchbase.com/organization/dmg-ventures,45,9,"London, England, United Kingdom",info@dmgventures.co.uk,https://www.dmgventures.co.uk/
Discovery Ventures,https://www.crunchbase.com/organization/discovery-ventures-7af5,45,3,"Berlin, Berlin, Germany",,https://www.discovery-ventures.com/
Nord France Amorcage,https://www.crunchbase.com/organization/nord-france-amorcage,45,3,"Lille, Nord-Pas-de-Calais, France",,http://www.nord-france-amorcage.fr/
Redline Capital,https://www.crunchbase.com/organization/redline-capital-management,45,13,"Luxembourg, Luxembourg, Luxembourg",london@redline-capital.com,http://redline-capital.com/
O2h Ventures,https://www.crunchbase.com/organization/2h-ventures,45,4,"Hauxton, Cambridgeshire, United Kingdom",invest@o2h.com,http://www.o2hventures.com/
Beyond Capital,https://www.crunchbase.com/organization/beyond-capital-ba3c,45,1,"London, England, United Kingdom",will@joinbeyond.co,https://www.joinbeyond.co/fund
Esas Ventures,https://www.crunchbase.com/organization/esas-ventures,45,3,"Istanbul, Istanbul, Turkey",info@esasventures.com,http://www.esasventures.com/
Souter Investments,https://www.crunchbase.com/organization/souter-investments,45,20,"Edinburgh, Edinburgh, City of, United Kingdom",info@souterinvestments.com,http://www.souterinvestments.com
Apicap,https://www.crunchbase.com/organization/otc-asset-management,45,14,"Paris, Ile-de-France, France",,https://www.apicap.fr/
Mirova,https://www.crunchbase.com/organization/mirova,44,2,"Paris, Ile-de-France, France",,https://www.mirova.com/en
FORWARD.one,https://www.crunchbase.com/organization/forward-one,44,3,"Amstelveen, Noord-Holland, The Netherlands",info@forward.one,http://www.forward.one
Dementia Discovery Fund,https://www.crunchbase.com/organization/dementia-discovery,44,3,"London, England, United Kingdom",ddf2deals@svhealthinvestors.com,https://www.ddf.vc
Trind Ventures,https://www.crunchbase.com/organization/trind-ventures,44,1,"Tallinn, Harjumaa, Estonia",trind@trind.vc,http://trind.vc/
Jenson Funding Partners,https://www.crunchbase.com/organization/jenson-funding-partners,44,,"London, England, United Kingdom",,http://jensonfundingpartners.com/
BlueOrchard Finance S A,https://www.crunchbase.com/organization/blueorchard-finance-s-a,44,5,"Geneva, Geneve, Switzerland",info@blueorchard.com,http://www.blueorchard.com
Polytech Ventures,https://www.crunchbase.com/organization/polytech-ecosystem-venture,44,13,"Lausanne, Vaud, Switzerland",investor@polytechventure.lu,https://polytechecosystem.vc
Korelya Capital,https://www.crunchbase.com/organization/korelya-capital,44,2,"Paris, Ile-de-France, France",korelya@korelyacapital.com,http://www.korelyacapital.com
Übermorgen Ventures,https://www.crunchbase.com/organization/übermorgen-ventures,44,,"Zürich, Zurich, Switzerland",,https://uebermorgenventures.com
Cambridge Capital Group,https://www.crunchbase.com/organization/cambridge-capital-group,44,9,"Cambridge, Cambridgeshire, United Kingdom",info@cambridgecapital.com,http://www.cambridgecapitalgroup.co.uk
Blue Wire Capital,https://www.crunchbase.com/organization/blue-wire-capital,44,5,"London, England, United Kingdom",info@bluewirecapital.com,http://www.bluewirecapital.com/
Swiss Founders Fund,https://www.crunchbase.com/organization/swiss-founders-fund-ag,44,5,"Saint Gallen, Sankt Gallen, Switzerland",contact@sff.vc,http://www.sff.vc/
Lanai Partners,https://www.crunchbase.com/organization/lanai-partners-3,44,4,"Barcelona, Catalonia, Spain",info@lanaipartners.com,http://lanaipartners.com/
Chivas Venture,https://www.crunchbase.com/organization/chivas-brothers-ltd,44,,"London, England, United Kingdom",,https://www.chivas.com/the-venture
KWORKS Koç University Entrepreneurship Research Center,https://www.crunchbase.com/organization/kworks-entrepreneurship-research-center,44,,"Istanbul, Istanbul, Turkey",kworks@ku.edu.tr,http://kworks.ku.edu.tr
Michael Bristow,https://www.crunchbase.com/person/mike-bristow,44,7,"London, England, United Kingdom",,
Entrepreneurs Fund,https://www.crunchbase.com/organization/entrepreneurs-fund,44,14,"London, England, United Kingdom",info@entrepreneursfund.com,http://www.entrepreneursfund.com
IRDI SORIDEC Gestion,https://www.crunchbase.com/organization/irdi-soridec-gestion,44,1,"Toulouse, Midi-Pyrenees, France",contact.bordeaux@irdi.fr,https://www.irdi.fr
Munich Venture Partners,https://www.crunchbase.com/organization/munich-venture-partners,44,8,"Munich, Bayern, Germany",info@munichvp.com,http://www.munichvp.com
Atlante Ventures,https://www.crunchbase.com/organization/atlante-ventures,44,6,"Milano, Lombardia, Italy",elite@borsaitaliana.it,
Conor Venture Partners,https://www.crunchbase.com/organization/conor-venture-partners,44,12,"Espoo, Southern Finland, Finland",info@conor.vc,http://www.conor.vc
Happy Farm Business Accelerator,https://www.crunchbase.com/organization/happy-farm-business-incubator,44,2,"Kyiv, Kyyiv, Ukraine",info@happyfarm.com.ua,http://www.happyfarm.com.ua/
